ano_trimestre,mes_central,ano_encuesta,mes_encuesta,region,provincia,r_p_c,estrato,tipo,conglomerado,id_identificacion,hogar,idrph,nro_linea,edad,tramo_edad,sexo,parentesco,curso,nivel,termino_nivel,estudia_actual,cine,est_conyugal,proveedor,orig1,orig2,orig3,nacionalidad,mig1,mig2_cod,mig3_cod,mig4,mig5_cod,mig6_cod,a1,a2,a3,a4,a5,a6,a6_otro,a7,a8,b1,b2,b3,b4,b5,b6,b7a_1,b7a_2,b7a_3,b7b_1,b7b_2,b7b_3,b7b_4,b8,b9,b10,b11_proxy,b12,b13_rev4cl_caenes,i1,i2,i3,i3_v,i4,i5,i6,i7,b14_rev4cl_caenes,b15_1,b15_2,b16,b16_otro,b17_mes,b17_ano,b18_codigo,b18_region,b18_varias,ocup_honorarios,plataformas_digitales,pd_especifique,b19,dependencia_segunda,sda_pd,sda_pd_especifique,turno,turno_d,turno_de,turno_h,turno_t,c2_1_1,c2_1_2,c2_1_3,c2_2_1,c2_2_2,c2_2_3,c3_1,c3_2,c3_3,turno_cont_d,turno_cont_de,turno_cont_h,turno_cont_t,c4,c5,c6,c7,c8,c9,c9_otro,adicionales_h,adicionales_d,adicionales_t,c10,c11,c12,habituales,efectivas,e2,e3_1,e3_2,e3_3,e3_4,e3_5,e3_6,e3_7,e3_8,e3_9,e3_10,e3_11,e3_12,e3_total,e4,e5,e5_dia,e5_sem,e5_mes,e5_ano,e6_mes,e6_ano,e7,e9,e9_otro,e10,deseo_trabajar,e11,e12,e12_otro,e13,e21_mes,e21_ano,e21_tramo,e22,e23,e23_otro,e24,e24_otro,activ,obe,tpi,id,ftp,cae_general,cae_especifico,categoria_ocupacion,ocup_form,r_p_rev4cl_caenes,sector,fact_anual
2023,8,2023,8,5,53,5301,5300111,1,15546,150218,1,7142644899,1,42,6.0,1,1,4,9,1,2,7,2,1,2,,,152,1,,,2,8103.0,,1.0,,1.0,,,,,,,1.0,2.0,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,1.0,,1.0,1.0,1.0,0.0,,,,,2.0,1.0,3.0,7.0,,8.0,2021.0,5301.0,5.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,,9.0,5.0,45.0,,,,9.0,5.0,45.0,,,,,,2.0,,2.0,,,,,,,2.0,,,45.0,45.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1,1,3,1.0,2.0,1.0,"49,1930626277156"
2023,8,2023,9,14,141,14108,14100310,1,17134,143853,1,1973598943,1,35,5.0,2,1,4,4,1,2,5,3,1,2,,,152,1,,,1,,,1.0,,1.0,,,,,,,7.0,2.0,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,1.0,,1.0,1.0,1.0,0.0,,,,,3.0,2.0,7.0,1.0,,99.0,2021.0,14108.0,14.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,,999.0,6.0,45.0,,,,999.0,6.0,45.0,,,,,,2.0,,2.0,,,,2.0,3.0,6.0,1.0,1.0,3.0,45.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,1,1,3,1.0,3.0,1.0,"27,1214181920658"
2023,5,2023,6,1,11,1101,1100113,1,21155,145149,1,2115775022,2,23,2.0,1,3,5,9,1,2,7,2,0,1,1.0,,152,1,,,1,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,4.0,,1.0,18.0,3.0,6.0,2023.0,4.0,2023.0,1.0,,,,,1.0,,,1.0,88.0,2023.0,1.0,3.0,,,,,2.0,,,,,4,8,0,,,,"48,6126447519493"
2023,5,2023,5,9,91,9111,9100220,3,29174,122912,1,10199563100,1,50,8.0,1,1,4,4,1,2,5,1,1,2,,,152,1,,,1,,,2.0,2.0,,,1.0,8.0,,2.0,1.0,8.0,1.0,,2.0,,,,,,,,,,,,,2.0,,,,,,,1.0,1.0,2.0,2.0,8.0,1.0,1.0,6.0,,8.0,2008.0,9111.0,9.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,,3.0,3.0,9.0,,,,,,,,,,,,2.0,,1.0,9.0,4.0,,,,,2.0,,,9.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,3,6,2,1.0,8.0,1.0,"40,9896044494135"
2023,2,2023,2,5,51,5109,5100212,1,29873,121838,1,1158688566,1,35,5.0,1,1,4,4,1,2,5,2,1,2,,,152,1,,,1,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,,1.0,5.0,1.0,2.0,2023.0,10.0,2022.0,1.0,,,,,1.0,,,1.0,9.0,2022.0,1.0,3.0,,,,,2.0,,,,,4,8,0,,,,"56,5411283673515"
2023,2,2023,2,14,142,14203,14200110,1,37779,124475,1,120183008,6,28,3.0,1,4,4,4,1,2,5,3,0,1,1.0,,152,1,,,1,,,1.0,,1.0,,,,,,,9.0,2.0,,,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,,88.0,88.0,4.0,0.0,,,,,20.0,1.0,3.0,2.0,,2.0,2023.0,14203.0,14.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,,7.0,6.0,42.0,,,,7.0,6.0,42.0,,,,,,2.0,,2.0,,,,,,,2.0,,,42.0,42.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1,1,3,2.0,20.0,3.0,"11,1747268808039"
2023,8,2023,9,6,61,6117,6100310,1,43135,133843,1,4995362940,1,94,12.0,2,1,1,3,2,2,3,4,1,2,,,152,1,,,1,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,8.0,,,2.0,2.0,8.0,,1.0,88.0,1983.0,4.0,3.0,,,,,3.0,,,0.0,0.0,9,21,0,,,,"42,0244395274148"
2023,11,2023,12,15,151,15101,15000120,3,27012,172173,1,16247885042,2,33,4.0,2,3,4,4,1,2,5,2,0,1,2.0,,604,1,,,3,,604.0,1.0,,1.0,,,,,,,9.0,2.0,,,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,1.0,,1.0,1.0,2.0,0.0,,,,,1.0,1.0,4.0,8.0,,9.0,2023.0,15101.0,15.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,,10.0,3.0,30.0,,,,10.0,3.0,30.0,,,,,,2.0,,2.0,,,,,,,2.0,,,30.0,30.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1,1,3,2.0,1.0,1.0,"11,8602844175423"
2023,11,2023,10,9,91,9108,9100220,3,24324,138608,1,13213889350,2,73,12.0,2,2,4,3,2,2,3,1,0,2,,,152,1,,,1,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,11.0,,,2.0,2.0,11.0,,2.0,,,,,,,,,3.0,,,0.0,0.0,9,23,0,,,,"38,0399835071103"
2023,8,2023,9,8,81,8101,8100312,1,15307,135079,1,14862371085,1,34,4.0,1,1,5,9,1,2,7,2,1,2,,,152,2,8112.0,,2,8112.0,,1.0,,1.0,,,,,,,2.0,2.0,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,13.0,1.0,1.0,1.0,0.0,,,,,2.0,4.0,,5.0,,9.0,2023.0,8101.0,8.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,,9.0,5.0,45.0,,,,9.0,5.0,45.0,,,,,,2.0,,2.0,,,,,,,2.0,,,45.0,45.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1,1,3,1.0,13.0,1.0,"47,0580813405814"
2023,2,2023,2,6,61,6116,6100120,3,32192,113526,1,381604007,2,49,7.0,1,2,3,3,2,2,3,1,0,2,,,152,1,,,2,6101.0,,1.0,,1.0,,,,,,,5.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,7.0,1.0,2.0,4.0,,99.0,2020.0,6116.0,6.0,1.0,77.0,77.0,,2.0,,,,2.0,,,,,4.0,3.0,12.0,,,,,,,,,,,,2.0,,2.0,,,,,,,2.0,,,12.0,12.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1,2,7,2.0,7.0,1.0,"43,7833184495663"
2023,5,2023,6,14,141,14107,14100220,3,42841,115725,1,1371866857,2,23,2.0,2,6,4,5,1,1,5,3,0,2,,,152,1,,,1,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,1.0,1.0,,,1.0,1.0,2023.0,1.0,3.0,,,,,3.0,,,0.0,1.0,8,14,0,,,,"11,1876437057364"
2023,5,2023,6,13,134,13401,13400112,1,34095,162008,1,12012152125,1,60,10.0,2,1,2,4,2,2,5,2,1,2,,,152,1,,,2,5605.0,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,2.0,2.0,6.0,,1.0,2.0,2023.0,1.0,7.0,,,,,3.0,,,0.0,0.0,9,17,0,,,,"88,2117753646856"
2023,2,2023,3,13,131,13125,13100112,1,41503,117185,1,1808260671,4,22,2.0,2,4,4,5,1,2,5,3,0,2,,,152,1,,,1,,,1.0,,1.0,,,,,,,3.0,2.0,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,88.0,1.0,1.0,3.0,1.0,1.0,,1.0,1.0,1.0,0.0,,,,,17.0,5.0,,1.0,,2.0,2023.0,13123.0,13.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,,9.0,5.0,45.0,,,,9.0,5.0,45.0,,,,,,2.0,,2.0,,,,,,,2.0,,,45.0,45.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1,1,3,1.0,17.0,1.0,"80,5033238549119"
2023,5,2023,4,4,41,4102,4100112,1,32276,129615,1,11034103467,4,22,2.0,2,4,2,5,2,1,5,3,0,2,,,152,1,,,1,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,2.0,2.0,3.0,,1.0,88.0,2023.0,5.0,2.0,,,1.0,,3.0,,,0.0,0.0,9,15,0,,,,"49,6636151006863"
2023,8,2023,9,10,103,10304,10300110,1,34712,135621,1,10905569024,2,75,12.0,2,2,5,3,2,2,3,1,0,1,1.0,,152,1,,,2,14204.0,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,7.0,,,2.0,2.0,5.0,,2.0,,,,,,,,,3.0,,,0.0,0.0,9,19,0,,,,"22,5324122148671"
2023,11,2023,10,8,83,8308,8300320,3,16614,129005,1,9719957840,3,36,5.0,1,4,3,9,2,2,7,3,0,2,,,152,1,,,1,,,1.0,,1.0,,,,,,,9.0,2.0,,,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,88.0,0.0,,,,,2.0,5.0,,7.0,,9.0,2023.0,2101.0,2.0,1.0,2.0,2.0,,2.0,,,,1.0,14.0,14.0,12.0,168.0,888.0,888.0,42.0,,,,888.0,888.0,42.0,14.0,14.0,12.0,168.0,,2.0,,2.0,,,,,,,2.0,,,42.0,42.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1,1,3,1.0,2.0,1.0,"21,0223573358739"
2023,11,2023,12,13,133,13301,13300120,3,13446,143465,1,803164798988,2,41,6.0,1,3,5,9,1,2,7,2,0,2,,,152,1,,,2,6117.0,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,1.0,10.0,2.0,12.0,2023.0,12.0,2023.0,1.0,,,,,1.0,,,1.0,88.0,2023.0,1.0,3.0,,,,,2.0,,,,,4,8,0,,,,"64,7450616324023"
2023,8,2023,8,8,83,8301,8300120,3,24081,149151,1,8199612925,1,52,8.0,1,1,6,3,2,2,3,2,1,2,,,152,1,,,1,,,1.0,,1.0,,,,,,,9.0,2.0,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,1.0,,1.0,1.0,1.0,0.0,,,,,1.0,2.0,8.0,1.0,,3.0,2022.0,8301.0,8.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,,888.0,6.0,45.0,,,,888.0,6.0,45.0,,,,,,2.0,,2.0,,,,,,,2.0,,,45.0,45.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1,1,3,1.0,1.0,1.0,"52,0654182129646"
2023,11,2023,12,10,103,10301,10200111,1,25442,163255,1,8434039351,1,27,3.0,2,1,3,4,2,2,5,3,1,2,,,152,1,,,2,10305.0,,1.0,,1.0,,,,,,,5.0,2.0,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,,1.0,1.0,1.0,0.0,,,,,18.0,3.0,,1.0,,3.0,2022.0,10301.0,10.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,,8.0,5.0,40.0,,,,8.0,5.0,40.0,,,,,,2.0,,2.0,,,,,,,2.0,,,40.0,40.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1,1,3,1.0,18.0,1.0,"40,5788973824348"
2023,11,2023,10,16,161,16108,16100220,3,18473,166928,1,1172994223,1,80,12.0,1,2,4,3,2,2,3,1,0,2,,,152,1,,,1,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,2.0,2.0,6.0,,2.0,,,,,,,,,3.0,,,0.0,0.0,9,17,0,,,,"13,7097097911792"
2023,8,2023,9,6,61,6111,6100111,1,40336,134748,1,391892755,3,53,8.0,2,4,0,0,2,2,1,3,0,2,,,152,1,,,1,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,7.0,,,2.0,2.0,8.0,,2.0,,,,,,,,,3.0,,,0.0,0.0,9,19,0,,,,"32,0295041665892"
2023,2,2023,1,5,51,5109,5100211,1,34967,95513,1,1209899223,1,71,12.0,1,1,1,4,2,2,5,1,1,2,,,152,1,,,2,5502.0,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,2.0,2.0,8.0,,1.0,88.0,2016.0,4.0,4.0,,,,,3.0,,,0.0,0.0,9,17,0,,,,"34,1058678718129"
2023,11,2023,11,14,141,14104,14100220,3,37388,161033,1,644647633761,2,52,8.0,2,2,4,5,1,2,5,1,0,2,,,152,1,,,2,14105.0,,1.0,,1.0,,,,,,,5.0,2.0,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,1.0,,1.0,1.0,1.0,0.0,,,,,16.0,3.0,,1.0,,99.0,2017.0,14104.0,14.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,,8.0,5.0,40.0,,,,8.0,5.0,40.0,,,,,,2.0,,1.0,8.0,1.0,,,,,2.0,,,40.0,32.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1,1,3,1.0,16.0,1.0,"28,2088576816446"
2023,2,2023,1,7,74,7407,7400320,3,15570,148671,1,17828657215,1,26,3.0,1,1,5,9,1,2,7,2,1,2,,,152,3,,999.0,2,7406.0,,1.0,,1.0,,,,,,,6.0,2.0,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,1.0,,1.0,1.0,1.0,0.0,,,,,1.0,3.0,,8.0,,11.0,2019.0,7407.0,7.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,,9.0,5.0,45.0,,,,9.0,5.0,45.0,,,,,,2.0,,2.0,,,,,,,2.0,,,45.0,45.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1,1,3,1.0,1.0,1.0,"34,2921556252749"
2023,8,2023,7,1,11,1101,1100112,1,38083,148118,1,2248599990,2,59,9.0,2,2,6,3,2,2,3,1,0,2,,,152,1,,,2,6107.0,,1.0,,1.0,,,,,,,9.0,2.0,,,2.0,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,1.0,1.0,,3.0,2.0,3.0,0.0,,,,,20.0,1.0,1.0,2.0,,7.0,2021.0,1101.0,1.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,,8.0,6.0,48.0,,,,8.0,6.0,48.0,,,,,,2.0,,2.0,,,,,,,2.0,,,48.0,48.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1,1,3,2.0,20.0,3.0,"36,3021893363191"
2023,11,2023,10,8,83,8312,8300310,1,20844,148851,1,1975580971,1,67,11.0,2,1,8,3,1,2,4,4,1,2,,,152,1,,,2,9209.0,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,7.0,,,2.0,2.0,5.0,,2.0,,,,,,,,,3.0,,,0.0,0.0,9,19,0,,,,"30,9357032168054"
2023,11,2023,11,8,81,8108,8100312,1,38298,168999,1,6351762986,2,35,5.0,2,4,3,8,1,2,6,3,0,2,,,152,1,,,2,8101.0,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,13.0,,,1.0,1.0,,,1.0,88.0,2023.0,1.0,3.0,,,,,3.0,,,0.0,1.0,8,27,0,,,,"31,8397800472966"
2023,2,2023,1,13,131,13119,13100512,1,44139,119559,1,2328312656,1,75,12.0,1,1,4,5,1,2,5,4,1,2,,,152,1,,,2,7301.0,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,2.0,2.0,6.0,,1.0,6.0,2018.0,3.0,4.0,,,,,3.0,,,0.0,0.0,9,17,0,,,,"77,1480548399287"
2023,11,2023,10,8,81,8110,8100211,1,16057,156986,1,15714228372,3,25,3.0,1,6,1,9,2,2,7,3,0,2,,,152,1,,,1,,,1.0,,1.0,,,,,,,5.0,2.0,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,2.0,14.0,1.0,1.0,88.0,0.0,,,,,17.0,4.0,,1.0,,88.0,2022.0,8110.0,8.0,1.0,2.0,2.0,,2.0,,,,1.0,4.0,4.0,12.0,48.0,888.0,888.0,42.0,,,,888.0,888.0,42.0,4.0,4.0,12.0,48.0,,2.0,,2.0,,,,,,,2.0,,,42.0,42.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1,1,3,1.0,14.0,1.0,"40,8458655805557"
2023,5,2023,5,4,43,4303,4300210,1,28862,107130,2,659274979,2,31,4.0,2,3,3,8,1,2,6,2,0,2,,,152,1,,,1,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,1.0,1.0,,,1.0,2.0,2023.0,1.0,3.0,,,,,3.0,,,0.0,1.0,8,12,0,,,,"46,9656335287478"
2023,8,2023,9,12,121,12101,12000112,1,36344,126385,1,1408893441,1,44,6.0,2,1,2,4,2,2,5,5,1,2,,,152,1,,,2,10201.0,,1.0,,1.0,,,,,,,9.0,2.0,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,,,,,,,,,,,20.0,,,,,9.0,2022.0,12101.0,12.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,,9.0,5.0,45.0,,,,9.0,5.0,45.0,,,,,,2.0,,2.0,,,,,,,2.0,,,45.0,45.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1,1,5,1.0,20.0,3.0,"18,3601629560766"
2023,2,2023,3,13,136,13601,13600120,3,17986,136231,1,16185882462,1,68,11.0,1,1,5,9,1,2,7,1,1,2,,,152,1,,,1,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,1.0,1.0,,,1.0,88.0,2019.0,5.0,8.0,,,,,3.0,,,0.0,1.0,8,16,0,,,,"37,310126875883"
2023,2,2023,2,12,121,12101,12000112,1,22479,141072,1,13046873851,1,65,11.0,2,1,8,3,1,2,4,4,1,2,,,152,1,,,2,10107.0,,1.0,,1.0,,,,,,,9.0,1.0,,2.0,,,,,,,,,,,,,2.0,,,,,,,2.0,,4.0,,14.0,1.0,1.0,2.0,,88.0,2003.0,12101.0,12.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,,6.0,5.0,30.0,,,,,,,,,,,,2.0,,2.0,,,,,,,2.0,,,30.0,30.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1,1,2,2.0,14.0,2.0,"16,1571482269861"
2023,8,2023,8,8,83,8301,8300112,1,26119,122634,1,1576341748,4,16,1.0,1,4,1,5,2,1,5,3,0,2,,,152,1,,,1,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,2.0,2.0,3.0,,2.0,,,,,,,,,3.0,,,0.0,0.0,9,15,0,,,,"41,4138459429616"
2023,2,2023,1,7,73,7302,7300210,1,27635,139899,2,12641392773,2,35,5.0,2,3,2,4,2,2,5,2,0,2,,,152,1,,,2,4106.0,,2.0,1.0,2.0,1.0,,,,,,9.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,2.0,,3.0,1.0,7.0,1.0,2.0,6.0,,11.0,2022.0,7302.0,7.0,1.0,77.0,77.0,,2.0,,,,2.0,,,,,3.0,1.0,3.0,,,,,,,,,,,,2.0,,2.0,,,,,,,2.0,,,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,2,4,7,2.0,7.0,2.0,"40,8025658755351"
2023,11,2023,11,9,92,9208,9200210,1,17259,159174,1,5659388183,1,45,7.0,1,1,4,4,1,2,5,2,1,2,,,152,1,,,1,,,1.0,,1.0,,,,,,,7.0,2.0,,,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,88.0,0.0,,,,,6.0,2.0,5.0,1.0,,88.0,2020.0,9206.0,9.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,,9.0,5.0,45.0,,,,9.0,5.0,45.0,,,,,,2.0,,2.0,,,,,,,2.0,,,45.0,45.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1,1,3,2.0,6.0,1.0,"43,7777280636347"
2023,2,2023,2,4,41,4105,4100220,3,39852,151589,1,10167565010,2,23,2.0,1,4,8,3,1,2,4,2,0,2,,,152,1,,,2,1101.0,,1.0,,1.0,,,,,,,9.0,2.0,,,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,,3.0,2.0,2.0,0.0,,,,,6.0,2.0,8.0,2.0,,12.0,2022.0,4105.0,4.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,,888.0,6.0,50.0,,,,888.0,6.0,50.0,,,,,,2.0,,2.0,,,,,,,2.0,,,50.0,50.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1,1,3,2.0,6.0,2.0,"19,5246115363913"
2023,11,2023,12,12,122,12201,12000113,1,44883,162121,1,820509201,1,59,9.0,1,1,3,8,1,2,6,1,1,2,,,152,1,,,2,2101.0,,1.0,,1.0,,,,,,,5.0,2.0,,,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,1.0,,1.0,1.0,1.0,0.0,,,,,15.0,5.0,,1.0,,88.0,1993.0,12201.0,12.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,,13.0,6.0,78.0,,,,9.0,5.0,45.0,,,,,2.0,2.0,,2.0,,,,,,,2.0,,,78.0,78.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1,1,4,1.0,15.0,1.0,"20,9190275367146"
