ano_trimestre,mes_central,ano_encuesta,mes_encuesta,region,provincia,r_p_c,estrato,tipo,conglomerado,id_identificacion,hogar,idrph,nro_linea,edad,tramo_edad,sexo,parentesco,curso,nivel,termino_nivel,estudia_actual,cine,est_conyugal,proveedor,orig1,orig2,orig3,nacionalidad,mig1,mig2_cod,mig3_cod,mig4,mig5_cod,mig6_cod,a1,a2,a3,a4,a5,a6,a6_otro,a7,a8,b1,b2,b3,b4,b5,b6,b7a_1,b7a_2,b7a_3,b7b_1,b7b_2,b7b_3,b7b_4,b8,b9,b10,b11_proxy,b12,b13_rev4cl_caenes,i1,i2,i3,i3_v,i4,i5,i6,i7,b14_rev4cl_caenes,b15_1,b15_2,b16,b16_otro,b17_mes,b17_ano,b18_codigo,b18_region,b18_varias,ocup_honorarios,plataformas_digitales,pd_especifique,b19,dependencia_segunda,sda_pd,sda_pd_especifique,turno,turno_d,turno_de,turno_h,turno_t,c2_1_1,c2_1_2,c2_1_3,c2_2_1,c2_2_2,c2_2_3,c3_1,c3_2,c3_3,turno_cont_d,turno_cont_de,turno_cont_h,turno_cont_t,c4,c5,c6,c7,c8,c9,c9_otro,adicionales_h,adicionales_d,adicionales_t,c10,c11,c12,habituales,efectivas,e2,e3_1,e3_2,e3_3,e3_4,e3_5,e3_6,e3_7,e3_8,e3_9,e3_10,e3_11,e3_12,e3_total,e4,e5,e5_dia,e5_sem,e5_mes,e5_ano,e6_mes,e6_ano,e7,e9,e9_otro,e10,deseo_trabajar,e11,e12,e12_otro,e13,e21_mes,e21_ano,e21_tramo,e22,e23,e23_otro,e24,e24_otro,activ,obe,tpi,id,ftp,cae_general,cae_especifico,categoria_ocupacion,ocup_form,r_p_rev4cl_caenes,sector,fact_anual
2023,2,2023,3,13,131,13119,13100512,1,38539,110706,1,834663818,3,27,3.0,2,4,5,9,1,2,7,3,0,2,,,152,1,,,2,13124.0,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,2.0,2.0,3.0,,2.0,,,,,,,,,3.0,,,0.0,0.0,9,15,0,,,,"98,4726031161086"
2023,5,2023,4,8,81,8106,8100111,1,43431,156921,1,16664773504,1,83,12.0,1,1,2,6,2,2,4,1,1,2,,,152,1,,,1,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,2.0,2.0,6.0,,1.0,88.0,1985.0,4.0,4.0,,,,,3.0,,,0.0,0.0,9,17,0,,,,"34,4326451710146"
2023,11,2023,10,10,103,10303,10300110,1,23786,147560,1,17145391160,3,24,2.0,1,4,4,4,1,2,5,2,0,1,1.0,,152,1,,,1,,,1.0,,1.0,,,,,,,7.0,2.0,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,1.0,,1.0,1.0,1.0,0.0,,,,,3.0,4.0,,1.0,,7.0,2020.0,10303.0,10.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,,888.0,6.0,45.0,,,,888.0,6.0,45.0,,,,,,2.0,,2.0,,,,,,,2.0,,,45.0,45.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1,1,3,1.0,3.0,1.0,"27,7782543064699"
2023,11,2023,10,6,63,6301,6200120,3,33702,156533,1,7678191141,4,70,12.0,2,9,2,3,2,2,3,3,0,2,,,152,1,,,2,7301.0,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,8.0,,,2.0,2.0,8.0,,2.0,,,,,,,,,3.0,,,0.0,0.0,9,21,0,,,,"12,466151776205"
2023,5,2023,5,8,81,8106,8100111,1,10783,124123,1,971272274,5,24,2.0,1,5,4,4,1,2,5,2,0,2,,,152,1,,,1,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,13.0,,,1.0,1.0,,,1.0,3.0,2022.0,1.0,3.0,,,,,3.0,,,0.0,1.0,8,27,0,,,,"34,0426370000859"
2023,5,2023,4,8,81,8110,8100212,1,10563,110978,1,633501451,3,38,5.0,2,4,2,7,2,2,6,3,0,2,,,152,1,,,1,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,8.0,,,2.0,2.0,8.0,,1.0,88.0,2020.0,5.0,2.0,,,2.0,,3.0,,,0.0,0.0,9,21,0,,,,"40,2964878976078"
2023,2,2023,3,5,53,5304,5300120,3,35766,143646,1,2495894270,2,75,12.0,2,2,8,3,1,2,4,1,0,2,,,152,1,,,1,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,2.0,2.0,4.0,,2.0,,,,,,,,,3.0,,,0.0,0.0,9,13,0,,,,"12,1193567090197"
2023,2,2023,2,13,131,13120,13100210,1,26112,142284,1,5020935432,2,67,11.0,2,2,1,10,1,2,8,1,0,2,,,152,1,,,2,16303.0,,1.0,,1.0,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,2.0,,,,,,,1.0,3.0,1.0,1.0,13.0,1.0,3.0,5.0,,3.0,1996.0,13120.0,13.0,1.0,1.0,2.0,,2.0,,,,2.0,,,,,8.0,5.0,40.0,,,,,,,,,,,,2.0,,2.0,,,,,,,2.0,,,40.0,40.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1,1,1,1.0,13.0,1.0,"94,6224572282071"
2023,11,2023,12,16,161,16104,16100220,3,26880,144249,1,4250710963,1,54,8.0,1,1,7,3,2,2,4,3,1,1,1.0,,152,1,,,1,,,1.0,,1.0,,,,,,,9.0,2.0,,,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,88.0,0.0,,,,,1.0,1.0,2.0,8.0,,12.0,2023.0,16104.0,16.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,,8.0,3.0,24.0,,,,8.0,3.0,24.0,,,,,,2.0,,2.0,,,,,,,2.0,,,24.0,24.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1,1,3,2.0,1.0,1.0,"20,9432100611116"
2023,11,2023,12,2,21,2101,2100012,1,18908,154415,1,7087152207,4,42,6.0,1,5,2,9,2,2,7,1,0,2,,,152,1,,,1,,,1.0,,1.0,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,2.0,,,,,,,1.0,2.0,1.0,1.0,7.0,1.0,1.0,3.0,,12.0,2021.0,2101.0,2.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,,9.0,6.0,54.0,,,,,,,,,,,,2.0,,2.0,,,,,,,2.0,,,54.0,54.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1,1,2,1.0,7.0,1.0,"46,89331336536"
2023,8,2023,8,7,73,7301,7300111,1,16327,160090,1,9187567428,3,28,3.0,1,4,3,8,1,2,6,3,0,2,,,152,1,,,1,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,1.0,18.0,3.0,8.0,2023.0,6.0,2023.0,1.0,,,,,1.0,,,1.0,88.0,2023.0,1.0,3.0,,,,,2.0,,,,,4,8,0,,,,"38,1019744336238"
2023,11,2023,12,3,33,3301,3200110,1,44096,161890,1,2269297801,2,86,12.0,2,2,6,3,1,2,3,1,0,1,6.0,,152,1,,,2,3202.0,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,2.0,2.0,5.0,,1.0,12.0,1960.0,4.0,3.0,,,,,3.0,,,0.0,0.0,9,13,0,,,,"12,1183043869038"
2023,8,2023,8,9,91,9101,9100120,3,13939,149205,1,13769852840,2,16,1.0,2,4,1,5,2,1,5,3,0,1,1.0,,152,1,,,1,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,2.0,2.0,3.0,,2.0,,,,,,,,,3.0,,,0.0,0.0,9,15,0,,,,"36,3934914949722"
2023,2,2023,2,8,81,8101,8100311,1,23091,132516,1,1889263912,3,46,7.0,2,4,4,4,1,2,5,3,0,2,,,152,1,,,2,8306.0,,1.0,,1.0,,,,,,,5.0,2.0,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,1.0,,1.0,1.0,1.0,0.0,,,,,7.0,5.0,,1.0,,88.0,2003.0,8112.0,8.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,,9.0,5.0,45.0,,,,9.0,5.0,45.0,,,,,,2.0,,2.0,,,,,,,2.0,,,45.0,45.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1,1,3,1.0,7.0,1.0,"31,1143238218879"
2023,11,2023,11,13,131,13108,13100113,1,23172,170080,1,11043977997,2,34,4.0,2,3,3,8,1,2,6,2,0,2,,,152,1,,,2,13203.0,,1.0,,1.0,,,,,,,3.0,2.0,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,88.0,1.0,2.0,,1.0,2.0,17.0,1.0,1.0,88.0,0.0,,,,,17.0,4.0,,1.0,,88.0,2020.0,13108.0,13.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,,888.0,5.0,44.0,,,,888.0,5.0,44.0,,,,,,2.0,,2.0,,,,,,,2.0,,,44.0,44.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1,1,3,1.0,17.0,1.0,"104,271952405302"
2023,5,2023,4,15,151,15101,15000120,3,28146,136927,1,15058628111,3,18,1.0,2,4,4,4,1,1,5,3,0,1,2.0,,152,1,,,1,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,2.0,2.0,3.0,,2.0,,,,,,,,,3.0,,,0.0,0.0,9,15,0,,,,"14,8783486262885"
2023,5,2023,4,3,33,3301,3200110,1,27276,128933,1,785951181,5,19,1.0,2,4,4,4,1,1,5,3,0,2,,,152,1,,,1,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,2.0,2.0,3.0,,2.0,,,,,,,,,3.0,,,0.0,0.0,9,15,0,,,,"17,7423861776069"
2023,5,2023,6,10,102,10205,10200212,1,32843,163887,1,15820471187,1,35,5.0,1,1,4,5,1,2,5,2,1,2,,,152,1,,,2,13101.0,,2.0,2.0,,,1.0,2.0,,,,5.0,3.0,1.0,,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,,1.0,1.0,,1.0,1.0,1.0,0.0,,,,,7.0,1.0,3.0,1.0,,88.0,2020.0,10201.0,10.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,,888.0,6.0,45.0,,,,888.0,6.0,45.0,,,,,,2.0,,1.0,45.0,3.0,,,,,2.0,,,45.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,3,5,3,1.0,7.0,1.0,"65,3058911743456"
2023,2,2023,2,5,55,5501,5500120,3,38890,150250,1,8634309606,1,56,9.0,1,1,4,4,1,2,5,1,1,2,,,152,1,,,1,,,2.0,2.0,,,1.0,1.0,,,,9.0,2.0,,,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,,1.0,1.0,1.0,0.0,,,,,16.0,5.0,,1.0,,1.0,2012.0,5501.0,5.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,,888.0,5.0,41.0,,,,888.0,5.0,41.0,,,,,,2.0,,1.0,41.0,1.0,,,,,2.0,,,41.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,3,5,4,1.0,16.0,1.0,"19,8800207025486"
2023,5,2023,6,8,82,8206,8200120,3,17137,155074,1,14895672221,2,58,9.0,2,2,1,4,2,2,5,1,0,2,,,152,1,,,2,8202.0,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,11.0,,,2.0,2.0,11.0,,2.0,,,,,,,,,3.0,,,0.0,0.0,9,23,0,,,,"28,2740457946585"
2023,11,2023,11,16,161,16102,16100210,1,21880,177477,1,291940539378,1,44,6.0,1,1,2,4,2,2,5,6,1,2,,,152,1,,,1,,,1.0,,1.0,,,,,,,9.0,2.0,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,1.0,,1.0,1.0,1.0,0.0,,,,,1.0,3.0,,1.0,,7.0,2022.0,16102.0,16.0,1.0,2.0,2.0,,1.0,1.0,2.0,,2.0,,,,,8.0,3.0,24.0,5.0,3.0,15.0,8.0,3.0,24.0,,,,,,2.0,,2.0,,,,8.0,2.0,16.0,1.0,1.0,1.0,24.0,24.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,1,1,3,1.0,1.0,1.0,"55,370567714878"
2023,8,2023,9,8,81,8106,8100111,1,35366,127233,1,1501771571,2,24,2.0,2,4,5,9,1,2,7,3,0,2,,,152,1,,,1,,,1.0,,1.0,,,,,,,2.0,2.0,,,2.0,,77.0,77.0,77.0,77.0,77.0,77.0,77.0,1.0,1.0,5.0,2.0,1.0,,1.0,1.0,1.0,0.0,,,,,19.0,3.0,,1.0,,9.0,2023.0,8106.0,8.0,1.0,1.0,2.0,,2.0,,,,2.0,,,,,9.0,5.0,45.0,,,,9.0,5.0,45.0,,,,,,2.0,,2.0,,,,,,,2.0,,,45.0,45.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1,1,3,2.0,19.0,1.0,"35,2747206697606"
2023,11,2023,12,13,131,13131,13100412,1,27062,154111,1,19031554748,2,24,2.0,1,4,4,4,1,2,5,3,0,2,,,152,1,,,1,,,2.0,1.0,1.0,,,,,,,5.0,2.0,,,2.0,,77.0,77.0,77.0,77.0,77.0,77.0,77.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,,,,,18.0,4.0,,9.0,ESTADIO TEATROS,11.0,2023.0,13101.0,13.0,1.0,1.0,2.0,,2.0,,,,2.0,,,,,6.0,4.0,24.0,,,,6.0,4.0,24.0,,,,,,2.0,,2.0,,,,6.0,1.0,6.0,1.0,1.0,1.0,24.0,24.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,2,3,3,2.0,18.0,1.0,"97,3161740684398"
2023,11,2023,11,13,134,13401,13400112,1,40942,159244,1,11057264410,3,17,1.0,1,4,2,4,2,1,5,3,0,2,,,152,1,,,1,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,2.0,2.0,3.0,,2.0,,,,,,,,,3.0,,,0.0,0.0,9,15,0,,,,"77,8935243956342"
2023,5,2023,5,5,56,5604,5600210,1,23578,151748,1,10450533082,2,92,12.0,1,2,6,6,1,2,5,1,0,2,,,152,1,,,2,99999.0,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,2.0,2.0,8.0,,1.0,8.0,2015.0,4.0,5.0,,,,,3.0,,,0.0,0.0,9,17,0,,,,"39,3359967484853"
2023,2,2023,1,8,83,8301,8300120,3,39051,147349,1,13263218103,1,71,12.0,1,1,5,9,1,2,7,2,1,2,,,152,1,,,2,13101.0,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,2.0,2.0,6.0,,1.0,7.0,2013.0,4.0,4.0,,,,,3.0,,,0.0,0.0,9,17,0,,,,"23,9697184429157"
2023,2,2023,3,8,81,8104,8100120,3,17977,108001,1,25714193,2,55,9.0,2,2,5,3,2,2,3,1,0,2,,,152,1,,,1,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,2.0,2.0,8.0,,1.0,1.0,1993.0,4.0,2.0,,,10.0,SE CASO,3.0,,,0.0,0.0,9,13,0,,,,"39,1773841068624"
2023,2,2023,2,9,92,9211,9200120,3,18939,104839,1,1049865308,1,43,6.0,1,1,8,3,1,2,4,1,1,2,,,152,1,,,2,9101.0,,1.0,,1.0,,,,,,,1.0,2.0,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,1.0,,1.0,1.0,99.0,0.0,,,,,1.0,3.0,,8.0,,1.0,2007.0,9211.0,9.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,,999.0,6.0,45.0,,,,999.0,6.0,45.0,,,,,,2.0,,2.0,,,,,,,2.0,,,45.0,45.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1,1,3,1.0,1.0,1.0,"55,0195312838778"
2023,11,2023,12,8,82,8202,8200120,3,31613,173178,1,349278627395,1,62,10.0,1,1,8,3,1,2,4,2,1,1,1.0,,152,1,,,1,,,1.0,,1.0,,,,,,,9.0,2.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,,1.0,1.0,1.0,0.0,,,,,17.0,5.0,,1.0,,6.0,2012.0,8202.0,8.0,1.0,2.0,2.0,,1.0,1.0,2.0,,2.0,,,,,9.0,5.0,45.0,3.0,4.0,12.0,9.0,5.0,45.0,,,,,,2.0,,1.0,9.0,20.0,,1.0,7.0,7.0,1.0,1.0,1.0,45.0,36.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1,1,4,1.0,17.0,1.0,"24,4497079316916"
2023,5,2023,6,5,58,5801,5800113,1,12568,154753,1,6824428117,1,59,9.0,1,1,5,9,1,2,7,2,1,2,,,152,1,,,2,13130.0,,1.0,,1.0,,,,,,,4.0,1.0,,1.0,,,,,,,,,,,,,2.0,,,,,,,1.0,2.0,1.0,1.0,6.0,88.0,,1.0,,4.0,2021.0,5103.0,5.0,1.0,2.0,1.0,WHATSAPP,2.0,,,,2.0,,,,,12.0,6.0,72.0,,,,,,,,,,,,2.0,,1.0,12.0,1.0,,,,,2.0,,,72.0,60.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1,1,1,1.0,6.0,1.0,"47,9680098841426"
2023,5,2023,4,16,163,16301,16300120,3,29904,110920,1,6631264523,1,81,12.0,2,1,1,3,2,2,3,4,1,2,,,152,1,,,1,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,16.0,,,2.0,2.0,8.0,,2.0,,,,,,,,,3.0,,,0.0,0.0,9,21,0,,,,"16,6398420267456"
2023,5,2023,6,13,131,13110,13100312,1,17849,153976,1,3482236895,3,32,4.0,2,9,5,9,1,2,7,3,0,1,1.0,,152,1,,,1,,,1.0,,1.0,,,,,,,3.0,2.0,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,88.0,1.0,2.0,,1.0,1.0,,1.0,1.0,1.0,0.0,,,,,17.0,5.0,,1.0,,7.0,2022.0,13110.0,13.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,,9.0,5.0,45.0,,,,9.0,5.0,45.0,,,,,,2.0,,2.0,,,,,,,2.0,,,45.0,45.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1,1,3,1.0,17.0,1.0,"95,3516813214997"
2023,2,2023,1,6,63,6301,6200120,3,27039,128822,1,4740221206,1,72,12.0,2,1,5,3,2,2,3,3,1,2,,,152,1,,,1,,,1.0,,1.0,,,,,,,6.0,1.0,,2.0,,,,,,,,,,,,,2.0,,,,,,,2.0,,4.0,,1.0,1.0,1.0,8.0,,8.0,2018.0,6301.0,6.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,,5.0,7.0,35.0,,,,,,,,,,,,2.0,,2.0,,,,,,,2.0,,,35.0,35.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1,1,2,2.0,1.0,2.0,"11,6618732820504"
2023,11,2023,12,13,131,13123,13100210,1,15978,180775,1,491578436507,2,29,3.0,2,4,5,9,1,2,7,2,0,2,,,152,2,13120.0,,2,13110.0,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,,1.0,15.0,3.0,12.0,2023.0,3.0,2023.0,3.0,,,,,1.0,,,1.0,11.0,2022.0,1.0,2.0,,,1.0,,2.0,,,,,4,8,0,,,,"153,991323013436"
2023,2,2023,2,11,111,11101,11100110,1,24702,81768,1,37042210,1,41,6.0,1,1,8,3,1,2,4,2,1,1,1.0,,152,1,,,2,11201.0,,1.0,,1.0,,,,,,,8.0,2.0,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,1.0,,1.0,1.0,1.0,0.0,,,,,6.0,1.0,3.0,7.0,,4.0,2022.0,11201.0,11.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,,9.0,5.0,45.0,,,,9.0,5.0,45.0,,,,,,2.0,,2.0,,,,,,,2.0,,,45.0,45.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1,1,3,1.0,6.0,1.0,"10,7944596664548"
2023,11,2023,10,13,131,13124,13100512,1,42132,138025,1,13533466905,2,31,4.0,1,1,4,4,1,2,5,3,1,2,,,152,1,,,1,,,1.0,,1.0,,,,,,,5.0,2.0,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,,1.0,1.0,99.0,0.0,,,,,14.0,88.0,,6.0,,88.0,2020.0,13124.0,13.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,,9.0,5.0,45.0,,,,9.0,5.0,45.0,,,,,,2.0,,2.0,,,,,,,2.0,,,45.0,45.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1,1,3,1.0,14.0,1.0,"139,508660073465"
2023,2,2023,1,13,131,13107,13100113,1,11382,94377,1,2177704599,6,39,5.0,2,5,5,9,1,2,7,2,0,2,,,152,1,,,2,13123.0,,1.0,,1.0,,,,,,,3.0,2.0,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,,1.0,1.0,1.0,0.0,,,,,17.0,5.0,,1.0,,2.0,2012.0,13123.0,13.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,,12.0,4.0,48.0,,,,12.0,4.0,48.0,,,,,,2.0,,2.0,,,,,,,2.0,,,48.0,48.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1,1,3,1.0,17.0,1.0,"136,031296159209"
2023,8,2023,7,10,101,10108,10100210,1,29647,148988,1,13969330848,3,19,1.0,1,4,4,4,1,2,5,3,0,1,1.0,,152,1,,,1,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,2.0,2.0,3.0,,2.0,,,,,,,,,3.0,,,0.0,0.0,9,15,0,,,,"35,6281619639911"
2023,5,2023,5,8,81,8112,8100313,1,34565,113454,1,1703944404,2,62,10.0,2,8,4,5,1,2,5,5,0,2,,,152,1,,,1,,,1.0,,1.0,,,,,,,5.0,2.0,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,88.0,1.0,2.0,,1.0,1.0,,1.0,1.0,1.0,0.0,,,,,16.0,88.0,,1.0,,88.0,2015.0,8112.0,8.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,,9.0,5.0,45.0,,,,9.0,5.0,45.0,,,,,,2.0,,2.0,,,,,,,2.0,,,45.0,45.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,1,1,3,1.0,16.0,1.0,"32,5988334704227"
